505969008, $(24.35),68,8.18 PM,73,Between 2:00 pm and 6:00 pm
620615457, $(9.97),53,11.5 AM,54,Between 6:00 pm and 10:00 pm
960703249, $(12.09),52,4.33 PM,58,Between 2:00 pm and 6:00 pm
131946005, $(23.59),78,11.42 PM,81,Between 6:00 pm and 10:00 pm
269400288, $(17.49),32,10.49 PM,37,Between 6:00 pm and 10:00 pm
689369406, $(0.35),21,5.1 PM,25,Between 10:00 am and 2:00 pm
621832069, $(18.49),59,6.36 PM,61,Between 6:00 pm and 10:00 pm
023366649, $(1.75),36,7.24 PM,38,Between 10:00 am and 2:00 pm
699116866, $(2.70),28,7.26 PM,31,Between 2:00 pm and 6:00 pm
167456175, $(25.74),67,4.47 PM,72,Between 2:00 pm and 6:00 pm
521022635, $(35.71),82,12.05 PM,94,Between 6:00 pm and 5:59 pm (next day)
503326060, $(0.85),12,2.28 PM,16,Between 2:00 pm and 6:00 pm
276531623, $(11.19),87,8.51 PM,89,Between 6:00 pm and 10:00 pm
828563524, $-   ,89,9.54 PM,91,Between 10:00 am and 2:00 pm
700026590, $(2.75),81,9.57 AM,91,Between 10:00 am and 2:00 pm
333922886, $(6.60),37,11.41 PM,39,Between 6:00 pm and 10:00 pm
308964221, $(62.25),10,10.51 PM,12,Between 6:00 pm and 10:00 pm
820168284, $(15.20),67,11.54 PM,74,Between 6:00 pm and 10:00 pm
930925108, $-   ,39,10.23 PM,41,Between 10:00 am and 2:00 pm
426440885, $(57.89),60,11.32 PM,62,Between 2:00 pm and 6:00 pm
809720277, $(20.29),53,2.1 PM,54,Between 6:00 pm and 10:00 pm
612508001, $(2.90),2,10.29 AM,04,Between 6:00 pm and 10:00 pm
303784376, $(6.05),44,3.23 PM,45,Between 6:00 pm and 10:00 pm
494673302, $(19.19),26,4.34 PM,27,Between 6:00 pm and 10:00 pm
426054831, $(23.69),78,12.59 PM,83,Between 6:00 pm and 10:00 pm
301498220, $(7.49),82,3.02 PM,83,Between 6:00 pm and 10:00 pm
308967582, $(12.90),3,12.07 AM,05,Between 2:00 pm and 6:00 pm
036804521, $(13.24),67,3.59 PM,72,Between 2:00 pm and 6:00 pm
062463167, $(11.34),8,3.09 PM,10,Between 6:00 pm and 10:00 pm
266590531, $(3.21),5,12.25 PM,07,Between 6:00 pm and 5:59 pm (next day)
248342820, $(9.91),81,11.39 AM,86,Between 10:00 am and 2:00 pm
663136190, $(15.64),88,6.21 PM,93,Between 10:00 am and 2:00 pm
377376549, $(10.36),35,11.26 AM,37,Between 2:00 pm and 6:00 pm
394216443, $(23.19),57,8.4 AM,59,Between 6:00 pm and 10:00 pm
947387245, $-   ,16,5.46 PM,20,Between 10:00 am and 2:00 pm
737003982, $(17.25),69,10.24 AM,72,Between 10:00 am and 2:00 pm
669908265, $(21.14),2,4.43 PM,06,Between 10:00 am and 2:00 pm
602274316, $(12.35),23,1.13 PM,25,Between 10:00 am and 2:00 pm
960577787, $(27.64),53,4.35 PM,55,Between 6:00 pm and 10:00 pm
912459052, $(7.05),7,6.45 PM,11,Between 10:00 am and 2:00 pm
843040818, $(7.02),90,12.13 PM,93,Between 10:00 am and 2:00 pm
214552171, $-   ,56,8.12 AM,63,Between 6:00 pm and 10:00 pm
177815010, $(7.49),46,1 PM,47,Between 6:00 pm and 10:00 pm
310097636, $(18.14),39,6.07 PM,43,Between 10:00 am and 2:00 pm
012462115, $(5.15),60,3.05 PM,62,Between 2:00 pm and 6:00 pm
855463086, $(11.09),33,2.52 PM,36,Between 10:00 am and 2:00 pm
412940017, $(17.99),64,2.12 PM,73,Between 10:00 am and 2:00 pm
679002290, $(2.85),9,3.44 PM,12,Between 10:00 am and 2:00 pm
621597912, $(16.75),89,8.37 AM,90,Between 10:00 am and 2:00 pm
924240054, $(8.34),36,12.44 PM,38,Between 6:00 pm and 10:00 pm
305095071, $(15.44),20,12.06 AM,22,Between 10:00 am and 2:00 pm
968900819, $(7.55),2,10.31 PM,06,Between 10:00 am and 2:00 pm
176516689, $(1.35),3,9.06 PM,07,Between 2:00 pm and 6:00 pm
690184267, $(1.75),46,6.2 PM,47,Between 2:00 pm and 6:00 pm
787223125, $(12.14),53,1.24 PM,55,Between 2:00 pm and 6:00 pm
897751763, $(10.89),53,11.5 PM,56,Between 2:00 pm and 6:00 pm
256917123, $(7.49),74,2.44 PM,81,Between 10:00 am and 2:00 pm
994326656, $(9.90),44,5.23 PM,45,Between 2:00 pm and 6:00 pm
596162011, $(20.09),64,6.53 PM,69,Between 6:00 pm and 10:00 pm
566656986, $(24.24),74,2.36 PM,77,Between 10:00 am and 2:00 pm
759711341, $-   ,77,12.35 AM,80,Between 6:00 pm and 10:00 pm
216842641, $(8.09),53,11.43 AM,54,Between 6:00 pm and 10:00 pm
490395554, $(9.52),12,1.47 PM,19,Between 10:00 am and 2:00 pm
646451808, $(2.40),45,10.54 PM,47,Between 2:00 pm and 6:00 pm
360207695, $(11.54),82,9.23 PM,84,Between 6:00 pm and 10:00 pm
918555859, $(46.75),87,11.16 PM,91,Between 10:00 am and 2:00 pm
626432256, $-   ,86,4 PM,87,Between 2:00 pm and 6:00 pm
431529718, $(78.94),78,3.34 PM,83,Between 2:00 pm and 6:00 pm
470833658, $(27.95),72,10.27 PM,75,Between 10:00 am and 2:00 pm
616282583, $(12.69),49,9.34 PM,52,Between 6:00 pm and 10:00 pm
743064026, $(7.49),64,8.36 PM,69,Between 2:00 pm and 6:00 pm
761993762, $(11.29),53,9.2 PM,55,Between 2:00 pm and 6:00 pm
156426053, $(19.19),64,11.15 AM,69,Between 2:00 pm and 6:00 pm
703900832, $-   ,13,1.22 PM,18,Between 10:00 am and 2:00 pm
899000894, $(14.54),63,5.18 AM,66,Between 10:00 am and 2:00 pm
758700758, $(1.75),38,10.39 AM,39,Between 2:00 pm and 6:00 pm
683746847, $(6.07),43,4.1 PM,51,Between 2:00 pm and 6:00 pm
230942011, $(30.24),34,12.33 PM,38,Between 2:00 pm and 6:00 pm
201345403, $(21.20),4,4.57 PM,06,Between 2:00 pm and 6:00 pm
396509499, $(81.99),2,2.04 PM,08,Between 10:00 am and 2:00 pm
912095235, $-   ,52,9.09 AM,53,Between 6:00 pm and 10:00 pm
591288561, $(11.29),88,3.16 PM,90,Between 10:00 am and 2:00 pm
329634748, $(48.25),7,10.43 AM,11,Between 10:00 am and 2:00 pm
720523508, $(0.35),81,8.56 PM,84,Between 10:00 am and 2:00 pm
888800517, $(4.11),4,12.3 AM,07,Between 2:00 pm and 6:00 pm
478885747, $(16.24),53,11.51 AM,55,Between 10:00 am and 2:00 pm
732864654, $-   ,50,8.57 PM,52,Between 6:00 pm and 10:00 pm
648955208, $(46.19),64,12.21 PM,68,Between 10:00 am and 2:00 pm
113719518, $(37.54),46,10.58 AM,47,Between 2:00 pm and 6:00 pm
321596201, $(7.49),53,3.16 PM,55,Between 2:00 pm and 6:00 pm
662567896, $(23.49),77,5.28 PM,84,Between 2:00 pm and 6:00 pm
689010718, $-   ,46,12.12 AM,48,Between 2:00 pm and 6:00 pm
105118487, $(11.95),60,9.58 AM,61,Between 2:00 pm and 6:00 pm
332536908, $(17.50),86,1.09 AM,87,Between 2:00 pm and 6:00 pm
153914512, $(7.05),51,11.1 PM,53,Between 6:00 pm and 10:00 pm
228699098, $(15.69),38,10.13 PM,40,Between 10:00 am and 2:00 pm
815695689, $(7.49),85,7.32 PM,87,Between 6:00 pm and 10:00 pm
536902179, $(9.40),53,12.23 PM,54,Between 2:00 pm and 6:00 pm
490036945, $(15.34),58,6.36 PM,64,Between 10:00 am and 2:00 pm
586959468, $(2.95),86,2.11 PM,87,Between 6:00 pm and 10:00 pm
885895050, $(2.25),39,8.3 AM,40,Between 6:00 pm and 10:00 pm
803979867, $(9.79),46,12.4 AM,47,Between 10:00 am and 2:00 pm
781974287, $(29.20),74,11.01 PM,79,Between 2:00 pm and 6:00 pm
928374812, $(19.44),35,4.56 PM,37,Between 2:00 pm and 6:00 pm
517889034, $(15.85),38,12.13 PM,39,Between 2:00 pm and 6:00 pm
916403048, $(12.34),74,1.52 PM,77,Between 10:00 am and 2:00 pm
216645560, $(10.14),53,10.48 PM,56,Between 2:00 pm and 6:00 pm
103619886, $(8.24),53,10.29 PM,56,Between 10:00 am and 2:00 pm
891062300, $(39.84),57,11.34 PM,60,Between 2:00 pm and 6:00 pm
490167517, $(2.00),13,2.15 PM,16,Between 10:00 am and 2:00 pm
188490819, $(13.75),64,8.01 PM,69,Between 10:00 am and 2:00 pm
751427008, $(9.04),53,4.12 PM,54,Between 6:00 pm and 10:00 pm
759335781, $(1.75),60,8.11 AM,61,Between 10:00 am and 2:00 pm
777385021, $-   ,4,6.2 PM,06,Between 10:00 am and 2:00 pm
751108319, $(3.95),37,6.04 PM,39,Between 2:00 pm and 6:00 pm
338347830, $(30.44),53,1.33 PM,55,Between 10:00 am and 2:00 pm
227930943, $(13.44),16,11.03 PM,19,Between 10:00 am and 2:00 pm
736282452, $(1.40),88,4.27 PM,91,Between 10:00 am and 2:00 pm
609328551, $(27.79),44,9.11 PM,46,Between 10:00 am and 2:00 pm
798770053, $(4.70),50,8.27 PM,52,Between 10:00 am and 2:00 pm
011445763, $(13.85),86,6.33 PM,87,Between 2:00 pm and 6:00 pm
406768709, $(53.83),88,9.19 PM,90,Between 6:00 pm and 10:00 pm
730469017, $(27.94),46,11.3 PM,49,Between 10:00 am and 2:00 pm
107580475, $(25.20),86,12.46 PM,90,Between 2:00 pm and 6:00 pm
155981536, $(31.59),40,8.29 AM,41,Between 6:00 pm and 10:00 pm
331700148, $(7.49),59,9.25 AM,60,Between 10:00 am and 2:00 pm
699883939, $(7.49),78,9.36 PM,81,Between 6:00 pm and 10:00 pm
917352711, $(21.74),77,11.38 AM,80,Between 2:00 pm and 6:00 pm
026462626, $(25.96),74,7.28 AM,75,Between 6:00 pm and 5:59 pm (next day)
989734177, $(9.59),76,10.59 PM,79,Between 10:00 am and 2:00 pm
809073326, $(28.10),92,6.1 PM,94,Between 2:00 pm and 6:00 pm
597214287, $-   ,57,4.5 PM,59,Between 2:00 pm and 6:00 pm
096582041, $(7.49),85,2.47 PM,87,Between 2:00 pm and 6:00 pm
274579211, $(35.59),54,8.17 PM,58,Between 6:00 pm and 10:00 pm
247414308, $(10.44),58,7.21 PM,62,Between 10:00 am and 2:00 pm
736096408, $(26.87),83,11.14 PM,88,Between 6:00 pm and 10:00 pm
079049281, $(37.29),78,2.25 PM,80,Between 2:00 pm and 6:00 pm
114745701, $(7.49),63,7.52 PM,70,Between 2:00 pm and 6:00 pm
450559203, $(7.49),88,10.44 PM,90,Between 2:00 pm and 6:00 pm
682028146, $(7.49),23,11.34 PM,26,Between 6:00 pm and 10:00 pm
415786795, $-   ,48,9.01 AM,49,Between 6:00 pm and 10:00 pm
365432421, $(149.97),62,12.29 PM,66,Between 6:00 pm and 10:00 pm
672122929, $(35.71),82,12.02 PM,94,Between 6:00 pm and 5:59 pm (next day)
711375482, $(11.89),79,11.55 PM,81,Between 2:00 pm and 6:00 pm
197054566, $(15.04),53,2.53 PM,56,Between 10:00 am and 2:00 pm
452449642, $-   ,50,8.26 PM,53,Between 2:00 pm and 6:00 pm
082916715, $(21.15),56,3.07 PM,58,Between 2:00 pm and 6:00 pm
335423805, $(43.09),29,1.31 AM,34,Between 10:00 am and 2:00 pm
831597002, $(20.09),23,12.01 PM,25,Between 2:00 pm and 6:00 pm
337560639, $(9.55),25,12.42 PM,26,Between 2:00 pm and 6:00 pm
310642998, $(7.49),85,11.19 AM,87,Between 6:00 pm and 10:00 pm
214861073, $-   ,37,4.43 PM,38,Between 6:00 pm and 10:00 pm
396745186, $(15.09),83,6.24 AM,84,Between 2:00 pm and 6:00 pm
817941556, $(10.44),39,10.44 PM,41,Between 2:00 pm and 6:00 pm
193278613, $(9.79),61,2.55 AM,62,Between 2:00 pm and 6:00 pm
087436140, $(7.49),52,10.2 PM,55,Between 6:00 pm and 10:00 pm
076306163, $(17.49),83,2.33 AM,84,Between 2:00 pm and 6:00 pm
643384710, $(12.09),59,12.36 PM,60,Between 2:00 pm and 6:00 pm
038470002, $(3.21),28,9.31 AM,30,Between 6:00 pm and 5:59 pm (next day)
972054545, $-   ,26,11.24 PM,29,Between 10:00 am and 2:00 pm
843410764, $-   ,45,7.54 AM,46,Between 10:00 am and 2:00 pm
415619568, $-   ,52,7.24 AM,60,Between 6:00 pm and 10:00 pm
925823110, $(17.59),47,2.55 PM,49,Between 10:00 am and 2:00 pm
783231859, $-   ,25,5.16 PM,27,Between 2:00 pm and 6:00 pm
539781999, $(83.09),81,8.02 PM,85,Between 10:00 am and 2:00 pm
269463205, $(27.09),69,1.03 AM,74,Between 10:00 am and 2:00 pm
718417327, $(9.59),86,9.55 PM,88,Between 10:00 am and 2:00 pm
921410110, $(0.95),49,1.3 AM,51,Between 10:00 am and 2:00 pm
169999491, $(0.70),11,6.22 PM,16,Between 10:00 am and 2:00 pm
407717567, $(52.00),51,10.57 PM,56,Between 2:00 pm and 6:00 pm
025363758, $(7.49),80,9.53 AM,81,Between 2:00 pm and 6:00 pm
457830104, $(11.55),36,2.38 PM,39,Between 6:00 pm and 10:00 pm
329601728, $(49.94),32,12.4 AM,33,Between 6:00 pm and 10:00 pm
620788343, $(16.34),53,7.06 PM,55,Between 6:00 pm and 10:00 pm
719520705, $(35.71),82,11.59 AM,94,Between 6:00 pm and 5:59 pm (next day)
036020016, $(7.49),53,5.08 PM,56,Between 10:00 am and 2:00 pm
671024123, $(61.90),68,9.39 AM,70,Between 2:00 pm and 6:00 pm
682656022, $(3.90),57,3.11 PM,62,Between 2:00 pm and 6:00 pm
761207721, $(10.49),46,7.36 PM,47,Between 6:00 pm and 10:00 pm
905941892, $(24.44),83,10.33 AM,87,Between 6:00 pm and 10:00 pm
552267358, $(48.59),25,10.48 PM,31,Between 10:00 am and 2:00 pm
609711931, $(0.25),14,9.13 PM,22,Between 10:00 am and 2:00 pm
871502647, $-   ,48,2.08 PM,49,Between 2:00 pm and 6:00 pm
027553211, $(47.35),64,3.32 PM,68,Between 2:00 pm and 6:00 pm
108496618, $(12.09),8,12.39 AM,12,Between 10:00 am and 2:00 pm
074226612, $-   ,1,6.13 PM,04,Between 6:00 pm and 5:59 pm (next day)
697426042, $(20.04),7,3.55 PM,10,Between 6:00 pm and 10:00 pm
136710766, $(14.55),47,1.57 PM,49,Between 10:00 am and 2:00 pm
994768735, $(10.39),53,1.32 PM,56,Between 6:00 pm and 10:00 pm
438253920, $(51.82),52,3.25 PM,54,Between 10:00 am and 2:00 pm
496816726, $(12.65),45,2.55 PM,46,Between 2:00 pm and 6:00 pm
983696408, $(19.04),16,1.03 AM,19,Between 6:00 pm and 10:00 pm
582926165, $(38.23),25,11.33 PM,27,Between 10:00 am and 2:00 pm
953936922, $(24.95),75,7.25 PM,79,Between 10:00 am and 2:00 pm
429225568, $(4.31),1,9.32 AM,04,Between 6:00 pm and 5:59 pm (next day)
362637445, $(24.09),82,6.33 PM,83,Between 2:00 pm and 6:00 pm
370895146, $(3.03),4,11.37 AM,09,Between 10:00 am and 2:00 pm
503292415, $(38.11),80,4.33 PM,83,Between 6:00 pm and 5:59 pm (next day)
856485833, $(21.85),52,9.58 PM,54,Between 10:00 am and 2:00 pm
039813165, $(8.24),78,1.58 PM,81,Between 2:00 pm and 6:00 pm
789474129, $(7.74),61,11.5 PM,66,Between 10:00 am and 2:00 pm
095328154, $(33.79),21,11.22 PM,24,Between 6:00 pm and 10:00 pm
267661249, $(30.39),14,10.54 PM,23,Between 6:00 pm and 10:00 pm
067220383, $(17.99),77,11.59 PM,80,Between 10:00 am and 2:00 pm
911683200, $(15.79),57,11.2 PM,60,Between 10:00 am and 2:00 pm
870510010, $(26.79),91,1.19 PM,98,Between 2:00 pm and 6:00 pm
493639805, $(11.40),19,2.5 AM,20,Between 6:00 pm and 10:00 pm
597514151, $(42.64),35,1.58 PM,43,Between 10:00 am and 2:00 pm
366298989, $(21.79),44,3.51 PM,45,Between 2:00 pm and 6:00 pm
320983488, $(10.34),53,7.32 PM,58,Between 2:00 pm and 6:00 pm
077247729, $(2.55),32,11.26 PM,34,Between 10:00 am and 2:00 pm
721751676, $-   ,58,11.39 PM,60,Between 2:00 pm and 6:00 pm
548760078, $(16.50),75,11.14 PM,77,Between 6:00 pm and 10:00 pm
265137426, $-   ,62,4.17 PM,65,Between 10:00 am and 2:00 pm
581520766, $(17.49),77,9.44 AM,79,Between 2:00 pm and 6:00 pm
030050644, $(1.25),59,8.57 AM,60,Between 10:00 am and 2:00 pm
103888025, $(11.14),89,7.43 AM,90,Between 2:00 pm and 6:00 pm
117070162, $(5.55),39,10.17 PM,41,Between 10:00 am and 2:00 pm
105191222, $-   ,80,11.2 AM,84,Between 2:00 pm and 6:00 pm
318099490, $(17.54),32,11.59 PM,34,Between 10:00 am and 2:00 pm
985378642, $-   ,29,11.08 AM,35,Between 10:00 am and 2:00 pm
228583295, $(9.69),63,10.17 PM,68,Between 6:00 pm and 10:00 pm
978979635, $(0.15),75,3.56 PM,82,Between 6:00 pm and 10:00 pm
633846660, $(11.04),53,2.39 PM,55,Between 6:00 pm and 10:00 pm
857304852, $(3.21),67,8.53 PM,69,Between 6:00 pm and 5:59 pm (next day)
580667456, $(15.34),92,11.09 AM,94,Between 6:00 pm and 10:00 pm
808303515, $-   ,62,12.26 PM,65,Between 10:00 am and 2:00 pm
805365951, $(0.20),91,11.07 AM,94,Between 10:00 am and 2:00 pm
553220144, $(2.30),80,8.37 AM,82,Between 10:00 am and 2:00 pm
199425737, $(7.49),71,6.51 PM,73,Between 10:00 am and 2:00 pm
327575025, $(14.70),69,7.04 PM,73,Between 6:00 pm and 10:00 pm
